,Use CaseType ,LTE/5G UE Category,Technology Supported ,Day,Time,GBR,Packet Loss Rate (Reliability),Packet Delay Budget (Latency),Slice Type (Output)
11325,1,8,1,3,21,1,2,5,1
11326,1,8,1,3,22,1,2,5,1
11327,1,8,1,3,23,1,2,5,1
11328,1,8,1,4,0,1,2,5,1
11329,1,8,1,4,1,1,2,5,1
11330,1,8,1,4,2,1,2,5,1
11331,1,8,1,4,3,1,2,5,1
11332,1,8,1,4,4,1,2,5,1
11333,1,8,1,4,5,1,2,5,1
11334,1,8,1,4,6,1,2,5,1
11335,1,8,1,4,7,1,2,5,1
11336,1,8,1,4,8,1,2,5,1
11337,1,8,1,4,9,1,2,5,1
11338,1,8,1,4,10,1,2,5,1
11339,1,8,1,4,11,1,2,5,1
11340,1,8,1,4,12,1,2,5,1
11341,1,8,1,4,13,1,2,5,1
11342,1,8,1,4,14,1,2,5,1
11343,1,8,1,4,15,1,2,5,1
11344,1,8,1,4,16,1,2,5,1
11345,1,8,1,4,17,1,2,5,1
11346,1,8,1,4,18,1,2,5,1
11347,1,8,1,4,19,1,2,5,1
11348,1,8,1,4,20,1,2,5,1
11349,1,8,1,4,21,1,2,5,1
11350,1,8,1,4,22,1,2,5,1
11351,1,8,1,4,23,1,2,5,1
11352,1,8,1,5,0,1,2,5,1
11353,1,8,1,5,1,1,2,5,1
11354,1,8,1,5,2,1,2,5,1
11355,1,8,1,5,3,1,2,5,1
11356,1,8,1,5,4,1,2,5,1
11357,1,8,1,5,5,1,2,5,1
11358,1,8,1,5,6,1,2,5,1
11359,1,8,1,5,7,1,2,5,1
11360,1,8,1,5,8,1,2,5,1
11361,1,8,1,5,9,1,2,5,1
11362,1,8,1,5,10,1,2,5,1
11363,1,8,1,5,11,1,2,5,1
11364,1,8,1,5,12,1,2,5,1
11365,1,8,1,5,13,1,2,5,1
11366,1,8,1,5,14,1,2,5,1
11367,1,8,1,5,15,1,2,5,1
11368,1,8,1,5,16,1,2,5,1
11369,1,8,1,5,17,1,2,5,1
11370,1,8,1,5,18,1,2,5,1
11371,1,8,1,5,19,1,2,5,1
11372,1,8,1,5,20,1,2,5,1
11373,1,8,1,5,21,1,2,5,1
11374,1,8,1,5,22,1,2,5,1
11375,1,8,1,5,23,1,2,5,1
11376,1,8,1,6,0,1,2,5,1
11377,1,8,1,6,1,1,2,5,1
11378,1,8,1,6,2,1,2,5,1
11379,1,8,1,6,3,1,2,5,1
11380,1,8,1,6,4,1,2,5,1
11381,1,8,1,6,5,1,2,5,1
11382,1,8,1,6,6,1,2,5,1
11383,1,8,1,6,7,1,2,5,1
11384,1,8,1,6,8,1,2,5,1
11385,1,8,1,6,9,1,2,5,1
11386,1,8,1,6,10,1,2,5,1
11387,1,8,1,6,11,1,2,5,1
11388,1,8,1,6,12,1,2,5,1
11389,1,8,1,6,13,1,2,5,1
11390,1,8,1,6,14,1,2,5,1
11391,1,8,1,6,15,1,2,5,1
11392,1,8,1,6,16,1,2,5,1
11393,1,8,1,6,17,1,2,5,1
11394,1,8,1,6,18,1,2,5,1
11395,1,8,1,6,19,1,2,5,1
11396,1,8,1,6,20,1,2,5,1
11397,1,8,1,6,21,1,2,5,1
11398,1,8,1,6,22,1,2,5,1
11399,1,8,1,6,23,1,2,5,1
11400,1,8,1,7,0,1,2,5,1
11401,1,8,1,7,1,1,2,5,1
11402,1,8,1,7,2,1,2,5,1
11403,1,8,1,7,3,1,2,5,1
11404,1,8,1,7,4,1,2,5,1
11405,1,8,1,7,5,1,2,5,1
11406,1,8,1,7,6,1,2,5,1
11407,1,8,1,7,7,1,2,5,1
11408,1,8,1,7,8,1,2,5,1
11409,1,8,1,7,9,1,2,5,1
11410,1,8,1,7,10,1,2,5,1
11411,1,8,1,7,11,1,2,5,1
11412,1,8,1,7,12,1,2,5,1
11413,1,8,1,7,13,1,2,5,1
11414,1,8,1,7,14,1,2,5,1
11415,1,8,1,7,15,1,2,5,1
11416,1,8,1,7,16,1,2,5,1
11417,1,8,1,7,17,1,2,5,1
11418,1,8,1,7,18,1,2,5,1
11419,1,8,1,7,19,1,2,5,1
11420,1,8,1,7,20,1,2,5,1
11421,1,8,1,7,21,1,2,5,1
11422,1,8,1,7,22,1,2,5,1
11423,1,8,1,7,23,1,2,5,1
11424,1,9,1,1,0,1,2,5,1
11425,1,9,1,1,1,1,2,5,1
11426,1,9,1,1,2,1,2,5,1
11427,1,9,1,1,3,1,2,5,1
11428,1,9,1,1,4,1,2,5,1
11429,1,9,1,1,5,1,2,5,1
11430,1,9,1,1,6,1,2,5,1
11431,1,9,1,1,7,1,2,5,1
11432,1,9,1,1,8,1,2,5,1
11433,1,9,1,1,9,1,2,5,1
11434,1,9,1,1,10,1,2,5,1
11435,1,9,1,1,11,1,2,5,1
11436,1,9,1,1,12,1,2,5,1
11437,1,9,1,1,13,1,2,5,1
11438,1,9,1,1,14,1,2,5,1
11439,1,9,1,1,15,1,2,5,1
11440,1,9,1,1,16,1,2,5,1
11441,1,9,1,1,17,1,2,5,1
11442,1,9,1,1,18,1,2,5,1
11443,1,9,1,1,19,1,2,5,1
11444,1,9,1,1,20,1,2,5,1
11445,1,9,1,1,21,1,2,5,1
11446,1,9,1,1,22,1,2,5,1
11447,1,9,1,1,23,1,2,5,1
11448,1,9,1,2,0,1,2,5,1
11449,1,9,1,2,1,1,2,5,1
11450,1,9,1,2,2,1,2,5,1
11451,1,9,1,2,3,1,2,5,1
11452,1,9,1,2,4,1,2,5,1
11453,1,9,1,2,5,1,2,5,1
11454,1,9,1,2,6,1,2,5,1
11455,1,9,1,2,7,1,2,5,1
11456,1,9,1,2,8,1,2,5,1
11457,1,9,1,2,9,1,2,5,1
11458,1,9,1,2,10,1,2,5,1
11459,1,9,1,2,11,1,2,5,1
11460,1,9,1,2,12,1,2,5,1
11461,1,9,1,2,13,1,2,5,1
11462,1,9,1,2,14,1,2,5,1
11463,1,9,1,2,15,1,2,5,1
11464,1,9,1,2,16,1,2,5,1
11465,1,9,1,2,17,1,2,5,1
11466,1,9,1,2,18,1,2,5,1
11467,1,9,1,2,19,1,2,5,1
11468,1,9,1,2,20,1,2,5,1
11469,1,9,1,2,21,1,2,5,1
11470,1,9,1,2,22,1,2,5,1
11471,1,9,1,2,23,1,2,5,1
11472,1,9,1,3,0,1,2,5,1
11473,1,9,1,3,1,1,2,5,1
11474,1,9,1,3,2,1,2,5,1
11475,1,9,1,3,3,1,2,5,1
11476,1,9,1,3,4,1,2,5,1
11477,1,9,1,3,5,1,2,5,1
11478,1,9,1,3,6,1,2,5,1
11479,1,9,1,3,7,1,2,5,1
11480,1,9,1,3,8,1,2,5,1
11481,1,9,1,3,9,1,2,5,1
11482,1,9,1,3,10,1,2,5,1
11483,1,9,1,3,11,1,2,5,1
11484,1,9,1,3,12,1,2,5,1
11485,1,9,1,3,13,1,2,5,1
11486,1,9,1,3,14,1,2,5,1
11487,1,9,1,3,15,1,2,5,1
11488,1,9,1,3,16,1,2,5,1
11489,1,9,1,3,17,1,2,5,1
11490,1,9,1,3,18,1,2,5,1
11491,1,9,1,3,19,1,2,5,1
11492,1,9,1,3,20,1,2,5,1
11493,1,9,1,3,21,1,2,5,1
11494,1,9,1,3,22,1,2,5,1
11495,1,9,1,3,23,1,2,5,1
11496,1,9,1,4,0,1,2,5,1
11497,1,9,1,4,1,1,2,5,1
11498,1,9,1,4,2,1,2,5,1
11499,1,9,1,4,3,1,2,5,1
11500,1,9,1,4,4,1,2,5,1
11501,1,9,1,4,5,1,2,5,1
11502,1,9,1,4,6,1,2,5,1
11503,1,9,1,4,7,1,2,5,1
11504,1,9,1,4,8,1,2,5,1
11505,1,9,1,4,9,1,2,5,1
11506,1,9,1,4,10,1,2,5,1
11507,1,9,1,4,11,1,2,5,1
11508,1,9,1,4,12,1,2,5,1
11509,1,9,1,4,13,1,2,5,1
11510,1,9,1,4,14,1,2,5,1
11511,1,9,1,4,15,1,2,5,1
11512,1,9,1,4,16,1,2,5,1
11513,1,9,1,4,17,1,2,5,1
11514,1,9,1,4,18,1,2,5,1
11515,1,9,1,4,19,1,2,5,1
11516,1,9,1,4,20,1,2,5,1
11517,1,9,1,4,21,1,2,5,1
11518,1,9,1,4,22,1,2,5,1
11519,1,9,1,4,23,1,2,5,1
11520,1,9,1,5,0,1,2,5,1
11521,1,9,1,5,1,1,2,5,1
11522,1,9,1,5,2,1,2,5,1
11523,1,9,1,5,3,1,2,5,1
11524,1,9,1,5,4,1,2,5,1
11525,1,9,1,5,5,1,2,5,1
11526,1,9,1,5,6,1,2,5,1
11527,1,9,1,5,7,1,2,5,1
11528,1,9,1,5,8,1,2,5,1
11529,1,9,1,5,9,1,2,5,1
11530,1,9,1,5,10,1,2,5,1
11531,1,9,1,5,11,1,2,5,1
11532,1,9,1,5,12,1,2,5,1
11533,1,9,1,5,13,1,2,5,1
11534,1,9,1,5,14,1,2,5,1
11535,1,9,1,5,15,1,2,5,1
11536,1,9,1,5,16,1,2,5,1
11537,1,9,1,5,17,1,2,5,1
11538,1,9,1,5,18,1,2,5,1
11539,1,9,1,5,19,1,2,5,1
11540,1,9,1,5,20,1,2,5,1
11541,1,9,1,5,21,1,2,5,1
11542,1,9,1,5,22,1,2,5,1
11543,1,9,1,5,23,1,2,5,1
11544,1,9,1,6,0,1,2,5,1
11545,1,9,1,6,1,1,2,5,1
11546,1,9,1,6,2,1,2,5,1
11547,1,9,1,6,3,1,2,5,1
11548,1,9,1,6,4,1,2,5,1
11549,1,9,1,6,5,1,2,5,1
11550,1,9,1,6,6,1,2,5,1
11551,1,9,1,6,7,1,2,5,1
11552,1,9,1,6,8,1,2,5,1
11553,1,9,1,6,9,1,2,5,1
11554,1,9,1,6,10,1,2,5,1
11555,1,9,1,6,11,1,2,5,1
11556,1,9,1,6,12,1,2,5,1
11557,1,9,1,6,13,1,2,5,1
11558,1,9,1,6,14,1,2,5,1
11559,1,9,1,6,15,1,2,5,1
11560,1,9,1,6,16,1,2,5,1
11561,1,9,1,6,17,1,2,5,1
11562,1,9,1,6,18,1,2,5,1
11563,1,9,1,6,19,1,2,5,1
11564,1,9,1,6,20,1,2,5,1
11565,1,9,1,6,21,1,2,5,1
11566,1,9,1,6,22,1,2,5,1
11567,1,9,1,6,23,1,2,5,1
11568,1,9,1,7,0,1,2,5,1
11569,1,9,1,7,1,1,2,5,1
11570,1,9,1,7,2,1,2,5,1
11571,1,9,1,7,3,1,2,5,1
11572,1,9,1,7,4,1,2,5,1
11573,1,9,1,7,5,1,2,5,1
11574,1,9,1,7,6,1,2,5,1
11575,1,9,1,7,7,1,2,5,1
11576,1,9,1,7,8,1,2,5,1
11577,1,9,1,7,9,1,2,5,1
11578,1,9,1,7,10,1,2,5,1
11579,1,9,1,7,11,1,2,5,1
11580,1,9,1,7,12,1,2,5,1
11581,1,9,1,7,13,1,2,5,1
11582,1,9,1,7,14,1,2,5,1
11583,1,9,1,7,15,1,2,5,1
11584,1,9,1,7,16,1,2,5,1
11585,1,9,1,7,17,1,2,5,1
11586,1,9,1,7,18,1,2,5,1
11587,1,9,1,7,19,1,2,5,1
11588,1,9,1,7,20,1,2,5,1
11589,1,9,1,7,21,1,2,5,1
11590,1,9,1,7,22,1,2,5,1
11591,1,9,1,7,23,1,2,5,1
11592,1,10,1,1,0,1,2,5,1
11593,1,10,1,1,1,1,2,5,1
11594,1,10,1,1,2,1,2,5,1
11595,1,10,1,1,3,1,2,5,1
11596,1,10,1,1,4,1,2,5,1
11597,1,10,1,1,5,1,2,5,1
11598,1,10,1,1,6,1,2,5,1
11599,1,10,1,1,7,1,2,5,1
11600,1,10,1,1,8,1,2,5,1
11601,1,10,1,1,9,1,2,5,1
11602,1,10,1,1,10,1,2,5,1
11603,1,10,1,1,11,1,2,5,1
11604,1,10,1,1,12,1,2,5,1
11605,1,10,1,1,13,1,2,5,1
11606,1,10,1,1,14,1,2,5,1
11607,1,10,1,1,15,1,2,5,1
11608,1,10,1,1,16,1,2,5,1
11609,1,10,1,1,17,1,2,5,1
11610,1,10,1,1,18,1,2,5,1
11611,1,10,1,1,19,1,2,5,1
11612,1,10,1,1,20,1,2,5,1
11613,1,10,1,1,21,1,2,5,1
11614,1,10,1,1,22,1,2,5,1
11615,1,10,1,1,23,1,2,5,1
11616,1,10,1,2,0,1,2,5,1
11617,1,10,1,2,1,1,2,5,1
11618,1,10,1,2,2,1,2,5,1
11619,1,10,1,2,3,1,2,5,1
11620,1,10,1,2,4,1,2,5,1
11621,1,10,1,2,5,1,2,5,1
11622,1,10,1,2,6,1,2,5,1
11623,1,10,1,2,7,1,2,5,1
11624,1,10,1,2,8,1,2,5,1
11625,1,10,1,2,9,1,2,5,1
11626,1,10,1,2,10,1,2,5,1
11627,1,10,1,2,11,1,2,5,1
11628,1,10,1,2,12,1,2,5,1
11629,1,10,1,2,13,1,2,5,1
11630,1,10,1,2,14,1,2,5,1
11631,1,10,1,2,15,1,2,5,1
11632,1,10,1,2,16,1,2,5,1
11633,1,10,1,2,17,1,2,5,1
11634,1,10,1,2,18,1,2,5,1
11635,1,10,1,2,19,1,2,5,1
11636,1,10,1,2,20,1,2,5,1
11637,1,10,1,2,21,1,2,5,1
11638,1,10,1,2,22,1,2,5,1
11639,1,10,1,2,23,1,2,5,1
11640,1,10,1,3,0,1,2,5,1
11641,1,10,1,3,1,1,2,5,1
11642,1,10,1,3,2,1,2,5,1
11643,1,10,1,3,3,1,2,5,1
11644,1,10,1,3,4,1,2,5,1
11645,1,10,1,3,5,1,2,5,1
11646,1,10,1,3,6,1,2,5,1
11647,1,10,1,3,7,1,2,5,1
11648,1,10,1,3,8,1,2,5,1
11649,1,10,1,3,9,1,2,5,1
11650,1,10,1,3,10,1,2,5,1
11651,1,10,1,3,11,1,2,5,1
11652,1,10,1,3,12,1,2,5,1
11653,1,10,1,3,13,1,2,5,1
11654,1,10,1,3,14,1,2,5,1
11655,1,10,1,3,15,1,2,5,1
11656,1,10,1,3,16,1,2,5,1
11657,1,10,1,3,17,1,2,5,1
11658,1,10,1,3,18,1,2,5,1
11659,1,10,1,3,19,1,2,5,1
11660,1,10,1,3,20,1,2,5,1
11661,1,10,1,3,21,1,2,5,1
11662,1,10,1,3,22,1,2,5,1
11663,1,10,1,3,23,1,2,5,1
11664,1,10,1,4,0,1,2,5,1
11665,1,10,1,4,1,1,2,5,1
11666,1,10,1,4,2,1,2,5,1
11667,1,10,1,4,3,1,2,5,1
11668,1,10,1,4,4,1,2,5,1
11669,1,10,1,4,5,1,2,5,1
11670,1,10,1,4,6,1,2,5,1
11671,1,10,1,4,7,1,2,5,1
11672,1,10,1,4,8,1,2,5,1
11673,1,10,1,4,9,1,2,5,1
11674,1,10,1,4,10,1,2,5,1
11675,1,10,1,4,11,1,2,5,1
11676,1,10,1,4,12,1,2,5,1
11677,1,10,1,4,13,1,2,5,1
11678,1,10,1,4,14,1,2,5,1
11679,1,10,1,4,15,1,2,5,1
11680,1,10,1,4,16,1,2,5,1
11681,1,10,1,4,17,1,2,5,1
11682,1,10,1,4,18,1,2,5,1
11683,1,10,1,4,19,1,2,5,1
11684,1,10,1,4,20,1,2,5,1
11685,1,10,1,4,21,1,2,5,1
11686,1,10,1,4,22,1,2,5,1
11687,1,10,1,4,23,1,2,5,1
11688,1,10,1,5,0,1,2,5,1
11689,1,10,1,5,1,1,2,5,1
11690,1,10,1,5,2,1,2,5,1
11691,1,10,1,5,3,1,2,5,1
11692,1,10,1,5,4,1,2,5,1
11693,1,10,1,5,5,1,2,5,1
11694,1,10,1,5,6,1,2,5,1
11695,1,10,1,5,7,1,2,5,1
11696,1,10,1,5,8,1,2,5,1
11697,1,10,1,5,9,1,2,5,1
11698,1,10,1,5,10,1,2,5,1
11699,1,10,1,5,11,1,2,5,1
11700,1,10,1,5,12,1,2,5,1
11701,1,10,1,5,13,1,2,5,1
11702,1,10,1,5,14,1,2,5,1
11703,1,10,1,5,15,1,2,5,1
11704,1,10,1,5,16,1,2,5,1
11705,1,10,1,5,17,1,2,5,1
11706,1,10,1,5,18,1,2,5,1
11707,1,10,1,5,19,1,2,5,1
11708,1,10,1,5,20,1,2,5,1
11709,1,10,1,5,21,1,2,5,1
11710,1,10,1,5,22,1,2,5,1
11711,1,10,1,5,23,1,2,5,1
11712,1,10,1,6,0,1,2,5,1
11713,1,10,1,6,1,1,2,5,1
11714,1,10,1,6,2,1,2,5,1
11715,1,10,1,6,3,1,2,5,1
11716,1,10,1,6,4,1,2,5,1
11717,1,10,1,6,5,1,2,5,1
11718,1,10,1,6,6,1,2,5,1
11719,1,10,1,6,7,1,2,5,1
11720,1,10,1,6,8,1,2,5,1
11721,1,10,1,6,9,1,2,5,1
11722,1,10,1,6,10,1,2,5,1
11723,1,10,1,6,11,1,2,5,1
11724,1,10,1,6,12,1,2,5,1
11725,1,10,1,6,13,1,2,5,1
11726,1,10,1,6,14,1,2,5,1
11727,1,10,1,6,15,1,2,5,1
11728,1,10,1,6,16,1,2,5,1
11729,1,10,1,6,17,1,2,5,1
11730,1,10,1,6,18,1,2,5,1
11731,1,10,1,6,19,1,2,5,1
11732,1,10,1,6,20,1,2,5,1
11733,1,10,1,6,21,1,2,5,1
11734,1,10,1,6,22,1,2,5,1
11735,1,10,1,6,23,1,2,5,1
11736,1,10,1,7,0,1,2,5,1
11737,1,10,1,7,1,1,2,5,1
11738,1,10,1,7,2,1,2,5,1
11739,1,10,1,7,3,1,2,5,1
11740,1,10,1,7,4,1,2,5,1
11741,1,10,1,7,5,1,2,5,1
11742,1,10,1,7,6,1,2,5,1
11743,1,10,1,7,7,1,2,5,1
11744,1,10,1,7,8,1,2,5,1
11745,1,10,1,7,9,1,2,5,1
11746,1,10,1,7,10,1,2,5,1
11747,1,10,1,7,11,1,2,5,1
11748,1,10,1,7,12,1,2,5,1
11749,1,10,1,7,13,1,2,5,1
11750,1,10,1,7,14,1,2,5,1
11751,1,10,1,7,15,1,2,5,1
11752,1,10,1,7,16,1,2,5,1
11753,1,10,1,7,17,1,2,5,1
11754,1,10,1,7,18,1,2,5,1
11755,1,10,1,7,19,1,2,5,1
11756,1,10,1,7,20,1,2,5,1
11757,1,10,1,7,21,1,2,5,1
11758,1,10,1,7,22,1,2,5,1
11759,1,10,1,7,23,1,2,5,1
11760,1,11,1,1,0,1,2,5,1
11761,1,11,1,1,1,1,2,5,1
11762,1,11,1,1,2,1,2,5,1
11763,1,11,1,1,3,1,2,5,1
11764,1,11,1,1,4,1,2,5,1
11765,1,11,1,1,5,1,2,5,1
11766,1,11,1,1,6,1,2,5,1
11767,1,11,1,1,7,1,2,5,1
11768,1,11,1,1,8,1,2,5,1
11769,1,11,1,1,9,1,2,5,1
11770,1,11,1,1,10,1,2,5,1
11771,1,11,1,1,11,1,2,5,1
11772,1,11,1,1,12,1,2,5,1
11773,1,11,1,1,13,1,2,5,1
11774,1,11,1,1,14,1,2,5,1
11775,1,11,1,1,15,1,2,5,1
11776,1,11,1,1,16,1,2,5,1
11777,1,11,1,1,17,1,2,5,1
11778,1,11,1,1,18,1,2,5,1
11779,1,11,1,1,19,1,2,5,1
11780,1,11,1,1,20,1,2,5,1
11781,1,11,1,1,21,1,2,5,1
11782,1,11,1,1,22,1,2,5,1
11783,1,11,1,1,23,1,2,5,1
11784,1,11,1,2,0,1,2,5,1
11785,1,11,1,2,1,1,2,5,1
11786,1,11,1,2,2,1,2,5,1
11787,1,11,1,2,3,1,2,5,1
11788,1,11,1,2,4,1,2,5,1
11789,1,11,1,2,5,1,2,5,1
11790,1,11,1,2,6,1,2,5,1
11791,1,11,1,2,7,1,2,5,1
11792,1,11,1,2,8,1,2,5,1
11793,1,11,1,2,9,1,2,5,1
11794,1,11,1,2,10,1,2,5,1
11795,1,11,1,2,11,1,2,5,1
11796,1,11,1,2,12,1,2,5,1
11797,1,11,1,2,13,1,2,5,1
11798,1,11,1,2,14,1,2,5,1
11799,1,11,1,2,15,1,2,5,1
11800,1,11,1,2,16,1,2,5,1
11801,1,11,1,2,17,1,2,5,1
11802,1,11,1,2,18,1,2,5,1
11803,1,11,1,2,19,1,2,5,1
11804,1,11,1,2,20,1,2,5,1
11805,1,11,1,2,21,1,2,5,1
11806,1,11,1,2,22,1,2,5,1
11807,1,11,1,2,23,1,2,5,1
11808,1,11,1,3,0,1,2,5,1
11809,1,11,1,3,1,1,2,5,1
11810,1,11,1,3,2,1,2,5,1
11811,1,11,1,3,3,1,2,5,1
11812,1,11,1,3,4,1,2,5,1
11813,1,11,1,3,5,1,2,5,1
11814,1,11,1,3,6,1,2,5,1
11815,1,11,1,3,7,1,2,5,1
11816,1,11,1,3,8,1,2,5,1
11817,1,11,1,3,9,1,2,5,1
11818,1,11,1,3,10,1,2,5,1
11819,1,11,1,3,11,1,2,5,1
11820,1,11,1,3,12,1,2,5,1
11821,1,11,1,3,13,1,2,5,1
11822,1,11,1,3,14,1,2,5,1
11823,1,11,1,3,15,1,2,5,1
11824,1,11,1,3,16,1,2,5,1
11825,1,11,1,3,17,1,2,5,1
11826,1,11,1,3,18,1,2,5,1
11827,1,11,1,3,19,1,2,5,1
11828,1,11,1,3,20,1,2,5,1
11829,1,11,1,3,21,1,2,5,1
11830,1,11,1,3,22,1,2,5,1
11831,1,11,1,3,23,1,2,5,1
11832,1,11,1,4,0,1,2,5,1
11833,1,11,1,4,1,1,2,5,1
11834,1,11,1,4,2,1,2,5,1
11835,1,11,1,4,3,1,2,5,1
11836,1,11,1,4,4,1,2,5,1
11837,1,11,1,4,5,1,2,5,1
11838,1,11,1,4,6,1,2,5,1
11839,1,11,1,4,7,1,2,5,1
11840,1,11,1,4,8,1,2,5,1
11841,1,11,1,4,9,1,2,5,1
11842,1,11,1,4,10,1,2,5,1
11843,1,11,1,4,11,1,2,5,1
11844,1,11,1,4,12,1,2,5,1
11845,1,11,1,4,13,1,2,5,1
11846,1,11,1,4,14,1,2,5,1
11847,1,11,1,4,15,1,2,5,1
11848,1,11,1,4,16,1,2,5,1
11849,1,11,1,4,17,1,2,5,1
11850,1,11,1,4,18,1,2,5,1
11851,1,11,1,4,19,1,2,5,1
11852,1,11,1,4,20,1,2,5,1
11853,1,11,1,4,21,1,2,5,1
11854,1,11,1,4,22,1,2,5,1
11855,1,11,1,4,23,1,2,5,1
11856,1,11,1,5,0,1,2,5,1
11857,1,11,1,5,1,1,2,5,1
11858,1,11,1,5,2,1,2,5,1
11859,1,11,1,5,3,1,2,5,1
11860,1,11,1,5,4,1,2,5,1
11861,1,11,1,5,5,1,2,5,1
11862,1,11,1,5,6,1,2,5,1
11863,1,11,1,5,7,1,2,5,1
11864,1,11,1,5,8,1,2,5,1
11865,1,11,1,5,9,1,2,5,1
11866,1,11,1,5,10,1,2,5,1
11867,1,11,1,5,11,1,2,5,1
11868,1,11,1,5,12,1,2,5,1
11869,1,11,1,5,13,1,2,5,1
11870,1,11,1,5,14,1,2,5,1
11871,1,11,1,5,15,1,2,5,1
11872,1,11,1,5,16,1,2,5,1
11873,1,11,1,5,17,1,2,5,1
11874,1,11,1,5,18,1,2,5,1
11875,1,11,1,5,19,1,2,5,1
11876,1,11,1,5,20,1,2,5,1
11877,1,11,1,5,21,1,2,5,1
11878,1,11,1,5,22,1,2,5,1
11879,1,11,1,5,23,1,2,5,1
11880,1,11,1,6,0,1,2,5,1
11881,1,11,1,6,1,1,2,5,1
11882,1,11,1,6,2,1,2,5,1
11883,1,11,1,6,3,1,2,5,1
11884,1,11,1,6,4,1,2,5,1
11885,1,11,1,6,5,1,2,5,1
11886,1,11,1,6,6,1,2,5,1
11887,1,11,1,6,7,1,2,5,1
11888,1,11,1,6,8,1,2,5,1
11889,1,11,1,6,9,1,2,5,1
11890,1,11,1,6,10,1,2,5,1
11891,1,11,1,6,11,1,2,5,1
11892,1,11,1,6,12,1,2,5,1
11893,1,11,1,6,13,1,2,5,1
11894,1,11,1,6,14,1,2,5,1
11895,1,11,1,6,15,1,2,5,1
11896,1,11,1,6,16,1,2,5,1
11897,1,11,1,6,17,1,2,5,1
11898,1,11,1,6,18,1,2,5,1
11899,1,11,1,6,19,1,2,5,1
11900,1,11,1,6,20,1,2,5,1
11901,1,11,1,6,21,1,2,5,1
11902,1,11,1,6,22,1,2,5,1
11903,1,11,1,6,23,1,2,5,1
11904,1,11,1,7,0,1,2,5,1
11905,1,11,1,7,1,1,2,5,1
11906,1,11,1,7,2,1,2,5,1
11907,1,11,1,7,3,1,2,5,1
11908,1,11,1,7,4,1,2,5,1
11909,1,11,1,7,5,1,2,5,1
11910,1,11,1,7,6,1,2,5,1
11911,1,11,1,7,7,1,2,5,1
11912,1,11,1,7,8,1,2,5,1
11913,1,11,1,7,9,1,2,5,1
11914,1,11,1,7,10,1,2,5,1
11915,1,11,1,7,11,1,2,5,1
11916,1,11,1,7,12,1,2,5,1
11917,1,11,1,7,13,1,2,5,1
11918,1,11,1,7,14,1,2,5,1
11919,1,11,1,7,15,1,2,5,1
11920,1,11,1,7,16,1,2,5,1
11921,1,11,1,7,17,1,2,5,1
11922,1,11,1,7,18,1,2,5,1
11923,1,11,1,7,19,1,2,5,1
11924,1,11,1,7,20,1,2,5,1
11925,1,11,1,7,21,1,2,5,1
11926,1,11,1,7,22,1,2,5,1
11927,1,11,1,7,23,1,2,5,1
11928,1,12,1,1,0,1,2,5,1
11929,1,12,1,1,1,1,2,5,1
11930,1,12,1,1,2,1,2,5,1
11931,1,12,1,1,3,1,2,5,1
11932,1,12,1,1,4,1,2,5,1
11933,1,12,1,1,5,1,2,5,1
11934,1,12,1,1,6,1,2,5,1
11935,1,12,1,1,7,1,2,5,1
11936,1,12,1,1,8,1,2,5,1
11937,1,12,1,1,9,1,2,5,1
11938,1,12,1,1,10,1,2,5,1
11939,1,12,1,1,11,1,2,5,1
11940,1,12,1,1,12,1,2,5,1
11941,1,12,1,1,13,1,2,5,1
11942,1,12,1,1,14,1,2,5,1
11943,1,12,1,1,15,1,2,5,1
11944,1,12,1,1,16,1,2,5,1
11945,1,12,1,1,17,1,2,5,1
11946,1,12,1,1,18,1,2,5,1
11947,1,12,1,1,19,1,2,5,1
11948,1,12,1,1,20,1,2,5,1
11949,1,12,1,1,21,1,2,5,1
11950,1,12,1,1,22,1,2,5,1
11951,1,12,1,1,23,1,2,5,1
11952,1,12,1,2,0,1,2,5,1
11953,1,12,1,2,1,1,2,5,1
11954,1,12,1,2,2,1,2,5,1
11955,1,12,1,2,3,1,2,5,1
11956,1,12,1,2,4,1,2,5,1
11957,1,12,1,2,5,1,2,5,1
11958,1,12,1,2,6,1,2,5,1
11959,1,12,1,2,7,1,2,5,1
11960,1,12,1,2,8,1,2,5,1
11961,1,12,1,2,9,1,2,5,1
11962,1,12,1,2,10,1,2,5,1
11963,1,12,1,2,11,1,2,5,1
11964,1,12,1,2,12,1,2,5,1
11965,1,12,1,2,13,1,2,5,1
11966,1,12,1,2,14,1,2,5,1
11967,1,12,1,2,15,1,2,5,1
11968,1,12,1,2,16,1,2,5,1
11969,1,12,1,2,17,1,2,5,1
11970,1,12,1,2,18,1,2,5,1
11971,1,12,1,2,19,1,2,5,1
11972,1,12,1,2,20,1,2,5,1
11973,1,12,1,2,21,1,2,5,1
11974,1,12,1,2,22,1,2,5,1
11975,1,12,1,2,23,1,2,5,1
11976,1,12,1,3,0,1,2,5,1
11977,1,12,1,3,1,1,2,5,1
11978,1,12,1,3,2,1,2,5,1
11979,1,12,1,3,3,1,2,5,1
11980,1,12,1,3,4,1,2,5,1
11981,1,12,1,3,5,1,2,5,1
11982,1,12,1,3,6,1,2,5,1
11983,1,12,1,3,7,1,2,5,1
11984,1,12,1,3,8,1,2,5,1
11985,1,12,1,3,9,1,2,5,1
11986,1,12,1,3,10,1,2,5,1
11987,1,12,1,3,11,1,2,5,1
